BALL,0.034,30.197
KELLER,0.034,30.231
CHANDLER,0.034,30.265
WEBER,0.034,30.299
LEONARD,0.034,30.333
WALSH,0.033,30.366
LYONS,0.033,30.4
RAMSEY,0.033,30.433
WOLFE,0.033,30.466
SCHNEIDER,0.033,30.499
MULLINS,0.033,30.532
BENSON,0.033,30.565
SHARP,0.033,30.598
BOWEN,0.033,30.631
DANIEL,0.033,30.663
BARBER,0.032,30.696
CUMMINGS,0.032,30.728
HINES,0.032,30.76
BALDWIN,0.032,30.793
GRIFFITH,0.032,30.824
VALDEZ,0.032,30.856
HUBBARD,0.032,30.888
SALAZAR,0.032,30.92
REEVES,0.032,30.951
WARNER,0.031,30.983
STEVENSON,0.031,31.014
BURGESS,0.031,31.045
SANTOS,0.031,31.076
TATE,0.031,31.107
CROSS,0.031,31.138
GARNER,0.031,31.169
MANN,0.031,31.2
MACK,0.031,31.231
MOSS,0.031,31.262
THORNTON,0.031,31.292
DENNIS,0.031,31.323
MCGEE,0.031,31.354
FARMER,0.03,31.384
DELGADO,0.03,31.415
AGUILAR,0.03,31.445
VEGA,0.03,31.475
GLOVER,0.03,31.505
MANNING,0.03,31.535
COHEN,0.03,31.566
HARMON,0.03,31.596
RODGERS,0.03,31.626
ROBBINS,0.03,31.656
NEWTON,0.03,31.686
TODD,0.03,31.716
BLAIR,0.03,31.746
HIGGINS,0.03,31.776
INGRAM,0.03,31.806
REESE,0.03,31.836
CANNON,0.03,31.865
STRICKLAND,0.03,31.895
TOWNSEND,0.03,31.925
POTTER,0.03,31.955
GOODWIN,0.03,31.984
WALTON,0.03,32.014
ROWE,0.029,32.043
HAMPTON,0.029,32.073
ORTEGA,0.029,32.102
PATTON,0.029,32.131
SWANSON,0.029,32.161
JOSEPH,0.029,32.19
FRANCIS,0.029,32.219
GOODMAN,0.029,32.248
MALDONADO,0.029,32.277
YATES,0.029,32.305
BECKER,0.029,32.334
ERICKSON,0.029,32.363
HODGES,0.029,32.392
RIOS,0.029,32.421
CONNER,0.029,32.449
ADKINS,0.029,32.478
WEBSTER,0.028,32.506
NORMAN,0.028,32.535
MALONE,0.028,32.563
HAMMOND,0.028,32.591
FLOWERS,0.028,32.62
COBB,0.028,32.648
MOODY,0.028,32.676
QUINN,0.028,32.704
BLAKE,0.028,32.732
MAXWELL,0.028,32.759
POPE,0.028,32.787
FLOYD,0.027,32.814
OSBORNE,0.027,32.842
PAUL,0.027,32.869
MCCARTHY,0.027,32.896
GUERRERO,0.027,32.924
LINDSEY,0.027,32.951
ESTRADA,0.027,32.978
SANDOVAL,0.027,33.005
GIBBS,0.027,33.032
TYLER,0.027,33.059
GROSS,0.027,33.086
FITZGERALD,0.027,33.113
STOKES,0.027,33.14
DOYLE,0.027,33.167
SHERMAN,0.027,33.193
SAUNDERS,0.027,33.22
WISE,0.027,33.247
COLON,0.027,33.274
GILL,0.027,33.3
ALVARADO,0.027,33.327
GREER,0.026,33.353
PADILLA,0.026,33.38
SIMON,0.026,33.406
WATERS,0.026,33.432
NUNEZ,0.026,33.459
BALLARD,0.026,33.485
SCHWARTZ,0.026,33.511
MCBRIDE,0.026,33.536
HOUSTON,0.026,33.562
CHRISTENSEN,0.026,33.588
KLEIN,0.026,33.614
PRATT,0.026,33.64
BRIGGS,0.026,33.666
PARSONS,0.026,33.692
MCLAUGHLIN,0.026,33.717
ZIMMERMAN,0.026,33.743
FRENCH,0.026,33.769
BUCHANAN,0.026,33.794
MORAN,0.026,33.82
COPELAND,0.025,33.845
ROY,0.025,33.871
PITTMAN,0.025,33.896
BRADY,0.025,33.922
MCCORMICK,0.025,33.947
HOLLOWAY,0.025,33.972
BROCK,0.025,33.998
POOLE,0.025,34.023
FRANK,0.025,34.048
LOGAN,0.025,34.073
OWEN,0.025,34.098
BASS,0.025,34.122
MARSH,0.025,34.147
DRAKE,0.025,34.172
WONG,0.025,34.197
JEFFERSON,0.025,34.221
PARK,0.025,34.246
MORTON,0.025,34.271
ABBOTT,0.025,34.295
SPARKS,0.025,34.32
PATRICK,0.024,34.344
NORTON,0.024,34.369
HUFF,0.024,34.393
CLAYTON,0.024,34.417
MASSEY,0.024,34.442
LLOYD,0.024,34.466
FIGUEROA,0.024,34.49
CARSON,0.024,34.514
BOWERS,0.024,34.538
ROBERSON,0.024,34.563
BARTON,0.024,34.587
TRAN,0.024,34.611
LAMB,0.024,34.635
HARRINGTON,0.024,34.659
CASEY,0.024,34.683
BOONE,0.024,34.706
CORTEZ,0.024,34.73
CLARKE,0.024,34.754
MATHIS,0.024,34.778
SINGLETON,0.024,34.801
WILKINS,0.024,34.825
CAIN,0.024,34.849
BRYAN,0.024,34.872
UNDERWOOD,0.024,34.896
HOGAN,0.024,34.92
MCKENZIE,0.023,34.943
COLLIER,0.023,34.966
LUNA,0.023,34.99
PHELPS,0.023,35.013
MCGUIRE,0.023,35.036
ALLISON,0.023,35.059
BRIDGES,0.023,35.083
WILKERSON,0.023,35.106
NASH,0.023,35.129
SUMMERS,0.023,35.152
ATKINS,0.023,35.175
WILCOX,0.023,35.198
PITTS,0.023,35.221
CONLEY,0.023,35.244
MARQUEZ,0.023,35.267
BURNETT,0.023,35.29
RICHARD,0.023,35.313
COCHRAN,0.023,35.335
CHASE,0.023,35.358
DAVENPORT,0.023,35.381
HOOD,0.023,35.404
GATES,0.023,35.427
CLAY,0.023,35.449
AYALA,0.023,35.472
SAWYER,0.023,35.495
ROMAN,0.023,35.517
VAZQUEZ,0.023,35.54
DICKERSON,0.023,35.562
HODGE,0.022,35.585
ACOSTA,0.022,35.607
FLYNN,0.022,35.63
ESPINOZA,0.022,35.652
NICHOLSON,0.022,35.675
MONROE,0.022,35.697
WOLF,0.022,35.719
MORROW,0.022,35.741
KIRK,0.022,35.763
RANDALL,0.022,35.785
ANTHONY,0.022,35.807
WHITAKER,0.022,35.829
OCONNOR,0.022,35.851
SKINNER,0.022,35.873
WARE,0.022,35.895
MOLINA,0.022,35.916
KIRBY,0.022,35.938
HUFFMAN,0.022,35.96
BRADFORD,0.022,35.982
CHARLES,0.022,36.003
GILMORE,0.022,36.025
DOMINGUEZ,0.022,36.046
ONEAL,0.022,36.068
BRUCE,0.022,36.09
LANG,0.021,36.111
COMBS,0.021,36.132
KRAMER,0.021,36.154
HEATH,0.021,36.175
HANCOCK,0.021,36.196
GALLAGHER,0.021,36.218
GAINES,0.021,36.239
SHAFFER,0.021,36.26
SHORT,0.021,36.281
WIGGINS,0.021,36.302
MATHEWS,0.021,36.323
MCCLAIN,0.021,36.344
FISCHER,0.021,36.365
WALL,0.021,36.386
SMALL,0.021,36.407
MELTON,0.021,36.428
HENSLEY,0.021,36.449
BOND,0.021,36.47
DYER,0.021,36.491
CAMERON,0.021,36.511
GRIMES,0.021,36.532
CONTRERAS,0.021,36.553
CHRISTIAN,0.021,36.573
WYATT,0.021,36.594
BAXTER,0.021,36.615
SNOW,0.021,36.635
MOSLEY,0.021,36.656
SHEPHERD,0.021,36.677
LARSEN,0.021,36.697
HOOVER,0.021,36.718
BEASLEY,0.02,36.738
GLENN,0.02,36.758
PETERSEN,0.02,36.779
WHITEHEAD,0.02,36.799
MEYERS,0.02,36.819
KEITH,0.02,36.84
GARRISON,0.02,36.86
VINCENT,0.02,36.88
SHIELDS,0.02,36.9
HORN,0.02,36.92
SAVAGE,0.02,36.941
OLSEN,0.02,36.961
SCHROEDER,0.02,36.981
HARTMAN,0.02,37.001
WOODARD,0.02,37.021
MUELLER,0.02,37.041
KEMP,0.02,37.061
DELEON,0.02,37.081
BOOTH,0.02,37.101
PATEL,0.02,37.121
CALHOUN,0.02,37.14
WILEY,0.02,37.16
EATON,0.02,37.18
CLINE,0.02,37.2
NAVARRO,0.02,37.22
HARRELL,0.02,37.24
LESTER,0.02,37.259
HUMPHREY,0.02,37.279
PARRISH,0.02,37.299
DURAN,0.02,37.318
HUTCHINSON,0.02,37.338
HESS,0.02,37.358
DORSEY,0.02,37.377
BULLOCK,0.02,37.397
ROBLES,0.02,37.416
BEARD,0.019,37.436
DALTON,0.019,37.455
AVILA,0.019,37.475
VANCE,0.019,37.494
RICH,0.019,37.514
BLACKWELL,0.019,37.533
YORK,0.019,37.552
JOHNS,0.019,37.572
BLANKENSHIP,0.019,37.591
TREVINO,0.019,37.61
SALINAS,0.019,37.63
CAMPOS,0.019,37.649
PRUITT,0.019,37.668
MOSES,0.019,37.688
CALLAHAN,0.019,37.707
GOLDEN,0.019,37.726
MONTOYA,0.019,37.745
HARDIN,0.019,37.764
GUERRA,0.019,37.783
MCDOWELL,0.019,37.802
CAREY,0.019,37.821
STAFFORD,0.019,37.84
GALLEGOS,0.019,37.859
HENSON,0.019,37.878
WILKINSON,0.019,37.897
BOOKER,0.019,37.916
MERRITT,0.019,37.935
MIRANDA,0.019,37.953
ATKINSON,0.019,37.972
ORR,0.019,37.991
DECKER,0.019,38.01
HOBBS,0.019,38.028
PRESTON,0.019,38.047
TANNER,0.019,38.066
KNOX,0.019,38.084
PACHECO,0.019,38.103
STEPHENSON,0.018,38.121
GLASS,0.018,38.14
ROJAS,0.018,38.158
SERRANO,0.018,38.176
MARKS,0.018,38.195
HICKMAN,0.018,38.213
ENGLISH,0.018,38.231
SWEENEY,0.018,38.249
STRONG,0.018,38.267
PRINCE,0.018,38.285
MCCLURE,0.018,38.304
CONWAY,0.018,38.322
WALTER,0.018,38.34
ROTH,0.018,38.358
MAYNARD,0.018,38.376
FARRELL,0.018,38.394
LOWERY,0.018,38.411
HURST,0.018,38.429
NIXON,0.018,38.447
WEISS,0.018,38.465
TRUJILLO,0.018,38.483
ELLISON,0.018,38.5
SLOAN,0.018,38.518
JUAREZ,0.018,38.536
WINTERS,0.018,38.553
MCLEAN,0.018,38.571
RANDOLPH,0.018,38.588
LEON,0.018,38.606
BOYER,0.018,38.624
VILLARREAL,0.018,38.641
MCCALL,0.018,38.659
GENTRY,0.018,38.676
CARRILLO,0.017,38.694
KENT,0.017,38.711
AYERS,0.017,38.729
LARA,0.017,38.746
SHANNON,0.017,38.763
SEXTON,0.017,38.781
PACE,0.017,38.798
HULL,0.017,38.815
LEBLANC,0.017,38.833
BROWNING,0.017,38.85
VELASQUEZ,0.017,38.867
LEACH,0.017,38.884
CHANG,0.017,38.901
HOUSE,0.017,38.918
SELLERS,0.017,38.936
HERRING,0.017,38.953
NOBLE,0.017,38.97
FOLEY,0.017,38.987
BARTLETT,0.017,39.004
MERCADO,0.017,39.021
LANDRY,0.017,39.037
DURHAM,0.017,39.054
WALLS,0.017,39.071
BARR,0.017,39.088
MCKEE,0.017,39.105
BAUER,0.017,39.122
RIVERS,0.017,39.139
EVERETT,0.017,39.155
BRADSHAW,0.017,39.172
PUGH,0.017,39.189
VELEZ,0.017,39.206
RUSH,0.017,39.222
ESTES,0.017,39.239
DODSON,0.017,39.255
MORSE,0.017,39.272
SHEPPARD,0.017,39.289
WEEKS,0.017,39.305
CAMACHO,0.017,39.322
BEAN,0.017,39.338
BARRON,0.017,39.355
LIVINGSTON,0.017,39.371
MIDDLETON,0.016,39.388
SPEARS,0.016,39.404
BRANCH,0.016,39.42
BLEVINS,0.016,39.437
CHEN,0.016,39.453
KERR,0.016,39.469
MCCONNELL,0.016,39.486
HATFIELD,0.016,39.502
HARDING,0.016,39.518
ASHLEY,0.016,39.535
SOLIS,0.016,39.551
HERMAN,0.016,39.567
FROST,0.016,39.583
GILES,0.016,39.599
BLACKBURN,0.016,39.616
WILLIAM,0.016,39.632
PENNINGTON,0.016,39.648
WOODWARD,0.016,39.664
FINLEY,0.016,39.68
MCINTOSH,0.016,39.696
KOCH,0.016,39.713
BEST,0.016,39.729
SOLOMON,0.016,39.745
MCCULLOUGH,0.016,39.761
DUDLEY,0.016,39.777
NOLAN,0.016,39.793
BLANCHARD,0.016,39.809
RIVAS,0.016,39.825
BRENNAN,0.016,39.841
MEJIA,0.016,39.856
KANE,0.016,39.872
BENTON,0.016,39.888
JOYCE,0.016,39.904
BUCKLEY,0.016,39.92
HALEY,0.016,39.936
VALENTINE,0.016,39.952
MADDOX,0.016,39.967
RUSSO,0.016,39.983
MCKNIGHT,0.016,39.999
BUCK,0.016,40.015
MOON,0.016,40.03
MCMILLAN,0.016,40.046
CROSBY,0.016,40.062
BERG,0.016,40.077
DOTSON,0.016,40.093
MAYS,0.016,40.109
ROACH,0.016,40.124
CHURCH,0.016,40.14
CHAN,0.016,40.155
RICHMOND,0.016,40.171
MEADOWS,0.016,40.187
FAULKNER,0.016,40.202
ONEILL,0.016,40.218
KNAPP,0.016,40.233
KLINE,0.015,40.248
BARRY,0.015,40.264
OCHOA,0.015,40.279
JACOBSON,0.015,40.295
GAY,0.015,40.31
AVERY,0.015,40.326
HENDRICKS,0.015,40.341
HORNE,0.015,40.356
SHEPARD,0.015,40.372
HEBERT,0.015,40.387
CHERRY,0.015,40.402
CARDENAS,0.015,40.418
MCINTYRE,0.015,40.433
WHITNEY,0.015,40.448
WALLER,0.015,40.463
HOLMAN,0.015,40.478
DONALDSON,0.015,40.494
CANTU,0.015,40.509
TERRELL,0.015,40.524
MORIN,0.015,40.539
GILLESPIE,0.015,40.555
FUENTES,0.015,40.57
TILLMAN,0.015,40.585
SANFORD,0.015,40.6
BENTLEY,0.015,40.615
PECK,0.015,40.63
KEY,0.015,40.645
SALAS,0.015,40.66
ROLLINS,0.015,40.676
GAMBLE,0.015,40.691
DICKSON,0.015,40.706
BATTLE,0.015,40.721
SANTANA,0.015,40.736
CABRERA,0.015,40.751
CERVANTES,0.015,40.766
HOWE,0.015,40.781
HINTON,0.015,40.796
HURLEY,0.015,40.811
SPENCE,0.015,40.825
ZAMORA,0.015,40.84
YANG,0.015,40.855
MCNEIL,0.015,40.87
SUAREZ,0.015,40.885
CASE,0.015,40.9
PETTY,0.015,40.915
GOULD,0.015,40.929
MCFARLAND,0.015,40.944
SAMPSON,0.015,40.959
CARVER,0.015,40.974
BRAY,0.015,40.989
ROSARIO,0.015,41.003
MACDONALD,0.015,41.018
STOUT,0.015,41.033
HESTER,0.015,41.047
MELENDEZ,0.015,41.062
DILLON,0.015,41.077
FARLEY,0.015,41.091
HOPPER,0.015,41.106
GALLOWAY,0.015,41.121
POTTS,0.015,41.135
BERNARD,0.015,41.15
JOYNER,0.014,41.164
STEIN,0.014,41.179
AGUIRRE,0.014,41.193
OSBORN,0.014,41.208
MERCER,0.014,41.222
BENDER,0.014,41.236
FRANCO,0.014,41.251
ROWLAND,0.014,41.265
SYKES,0.014,41.28
BENJAMIN,0.014,41.294
TRAVIS,0.014,41.308
PICKETT,0.014,41.323
CRANE,0.014,41.337
SEARS,0.014,41.351
MAYO,0.014,41.365
DUNLAP,0.014,41.379
HAYDEN,0.014,41.394
WILDER,0.014,41.408
MCKAY,0.014,41.422
COFFEY,0.014,41.436
MCCARTY,0.014,41.45
EWING,0.014,41.464
COOLEY,0.014,41.478
VAUGHAN,0.014,41.492
BONNER,0.014,41.506
COTTON,0.014,41.52
HOLDER,0.014,41.534
STARK,0.014,41.548
FERRELL,0.014,41.562
CANTRELL,0.014,41.575
FULTON,0.014,41.589
LYNN,0.014,41.603
LOTT,0.014,41.617
CALDERON,0.014,41.631
ROSA,0.014,41.644
POLLARD,0.014,41.658
HOOPER,0.014,41.672
BURCH,0.014,41.686
MULLEN,0.014,41.7
FRY,0.014,41.713
RIDDLE,0.014,41.727
LEVY,0.014,41.741
DAVID,0.014,41.754
DUKE,0.014,41.768
ODONNELL,0.014,41.782
GUY,0.014,41.795
MICHAEL,0.014,41.809
BRITT,0.014,41.823
FREDERICK,0.014,41.836
DAUGHERTY,0.014,41.85
BERGER,0.014,41.864
DILLARD,0.014,41.877
ALSTON,0.014,41.891
JARVIS,0.014,41.904
FRYE,0.014,41.918
RIGGS,0.014,41.932
CHANEY,0.014,41.945
ODOM,0.013,41.959
DUFFY,0.013,41.972
FITZPATRICK,0.013,41.986
VALENZUELA,0.013,41.999
MERRILL,0.013,42.012
MAYER,0.013,42.026
ALFORD,0.013,42.039
MCPHERSON,0.013,42.053
ACEVEDO,0.013,42.066
DONOVAN,0.013,42.079
BARRERA,0.013,42.093
ALBERT,0.013,42.106
COTE,0.013,42.119
REILLY,0.013,42.133
COMPTON,0.013,42.146
RAYMOND,0.013,42.159
MOONEY,0.013,42.173
MCGOWAN,0.013,42.186
CRAFT,0.013,42.199
CLEVELAND,0.013,42.212
CLEMONS,0.013,42.226
WYNN,0.013,42.239
NIELSEN,0.013,42.252
BAIRD,0.013,42.265
STANTON,0.013,42.278
SNIDER,0.013,42.292
ROSALES,0.013,42.305
BRIGHT,0.013,42.318
WITT,0.013,42.331
STUART,0.013,42.344
HAYS,0.013,42.357
HOLDEN,0.013,42.371
RUTLEDGE,0.013,42.384
KINNEY,0.013,42.397
CLEMENTS,0.013,42.41
CASTANEDA,0.013,42.423
SLATER,0.013,42.436
HAHN,0.013,42.449
EMERSON,0.013,42.462
CONRAD,0.013,42.475
BURKS,0.013,42.488
DELANEY,0.013,42.501
PATE,0.013,42.514
LANCASTER,0.013,42.527
SWEET,0.013,42.54
JUSTICE,0.013,42.552
TYSON,0.013,42.565
SHARPE,0.013,42.578
WHITFIELD,0.013,42.591
TALLEY,0.013,42.604
MACIAS,0.013,42.617
IRWIN,0.013,42.629
BURRIS,0.013,42.642
RATLIFF,0.013,42.655
MCCRAY,0.013,42.668
MADDEN,0.013,42.681
KAUFMAN,0.013,42.693
BEACH,0.013,42.706
GOFF,0.013,42.719
CASH,0.013,42.732
BOLTON,0.013,42.744
MCFADDEN,0.013,42.757
LEVINE,0.013,42.77
GOOD,0.013,42.782
BYERS,0.013,42.795
KIRKLAND,0.013,42.808
KIDD,0.013,42.821
WORKMAN,0.013,42.833
CARNEY,0.013,42.846
DALE,0.013,42.859
MCLEOD,0.013,42.871
HOLCOMB,0.013,42.884
ENGLAND,0.013,42.896
FINCH,0.013,42.909
HEAD,0.012,42.921
BURT,0.012,42.934
HENDRIX,0.012,42.946
SOSA,0.012,42.959
HANEY,0.012,42.971
FRANKS,0.012,42.984
SARGENT,0.012,42.996
NIEVES,0.012,43.009
DOWNS,0.012,43.021
RASMUSSEN,0.012,43.033
BIRD,0.012,43.046
HEWITT,0.012,43.058
LINDSAY,0.012,43.071
LE,0.012,43.083
FOREMAN,0.012,43.095
VALENCIA,0.012,43.108
ONEIL,0.012,43.12
DELACRUZ,0.012,43.132
VINSON,0.012,43.145
DEJESUS,0.012,43.157
HYDE,0.012,43.169
FORBES,0.012,43.182
GILLIAM,0.012,43.194
GUTHRIE,0.012,43.206
WOOTEN,0.012,43.218
HUBER,0.012,43.231
BARLOW,0.012,43.243
BOYLE,0.012,43.255
MCMAHON,0.012,43.267
BUCKNER,0.012,43.279
ROCHA,0.012,43.291
PUCKETT,0.012,43.303
LANGLEY,0.012,43.315
KNOWLES,0.012,43.328
COOKE,0.012,43.34
VELAZQUEZ,0.012,43.352
